name,translation,zip_code,state_name,state_abbreviation,city,latitude,longitude
Maria College of Albany,奥尔巴尼的玛丽亚学院,12208,New York,NY,Albany,42.656506,-73.805986
Marist College,圣母学院,12601,New York,NY,Poughkeepsie,41.721955,-73.934342
Marymount Manhattan College,玛丽山曼哈顿学院,10021-4597,New York,NY,New York,40.769108,-73.959676
Medaille College,奖章学院,14214-2695,New York,NY,Buffalo,42.92895,-78.856569
Mercy College,慈悲学院,10522,New York,NY,Dobbs Ferry,41.021436,-73.874571
Mesivta Torah Vodaath Rabbinical Seminary,Mesivta托拉Vodaath犹太教学院,11218,New York,NY,Brooklyn,40.638251,-73.969494
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,东部大路，叶史瓦Zichron Meil​​ech的Mesivta,11218,New York,NY,Brooklyn,40.635169,-73.979166
Mesivtha Tifereth Jerusalem of America,美国Mesivtha Tifereth耶路撒冷,10002-6301,New York,NY,New York,40.713812,-73.991271
Mirrer Yeshiva Cent Institute,Mirrer叶史瓦美分研究所,11223-2010,New York,NY,Brooklyn,40.605043,-73.966049
Molloy College,莫洛伊学院,11571-5002,New York,NY,Rockville Centre,40.68597,-73.626278
Mount Saint Mary College,圣玛丽山学院,12550,New York,NY,Newburgh,41.511212,-74.012906
College of Mount Saint Vincent,圣文森特山学院,10471-1093,New York,NY,Bronx,40.912814,-73.907019
Icahn School of Medicine at Mount Sinai,西奈山伊坎医学院,10029-6574,New York,NY,New York,40.789801,-73.953445
Nazareth College,拿撒勒学院,14618-3790,New York,NY,Rochester,43.102406,-77.514417
The College of New Rochelle,新罗谢尔学院,10805-2339,New York,NY,New Rochelle,40.899427,-73.781104
The New School,新学校,10011-8603,New York,NY,New York,40.735275,-73.994636
New York Chiropractic College,纽约整脊学院,13148-0800,New York,NY,Seneca Falls,42.91173,-76.756232
New York Law School,纽约法学院,10013-2921,New York,NY,New York,40.717393,-74.006394
New York Medical College,纽约医学院,10595,New York,NY,Valhalla,41.084261,-73.811241
New York Theological Seminary,纽约神学院,10115,New York,NY,New York,40.811197,-73.963946
New York University,纽约大学,10012-1091,New York,NY,New York,40.729452,-73.997264
Niagara University,尼亚加拉大学,14109,New York,NY,Niagara University,43.132713,-79.046229
New York College of Podiatric Medicine,足病医学的纽约大学,10035-1940,New York,NY,New York,40.804899,-73.940306
New York Institute of Technology,纽约理工学院,11568-8000,New York,NY,Old Westbury,40.814402,-73.608885
New York School of Interior Design,室内设计的纽约学校,10021,New York,NY,New York,40.768615,-73.962404
Nyack College,尼亚克学院,10960-3698,New York,NY,Nyack,41.086425,-73.931106
Ohr Hameir Theological Seminary,Ohr先生Hameir神学院,10566,New York,NY,Peekskill,41.268725,-73.889793
Pace University-New York,佩斯大学，纽约,10038-1598,New York,NY,New York,40.711014,-74.004719
Paul Smiths College of Arts and Science,艺术和科学的保罗·史密斯学院,12970-0265,New York,NY,Paul Smiths,44.437366,-74.253006
Polytechnic Institute of New York University,纽约大学理工学院,11201,New York,NY,Brooklyn,40.694371,-73.986774
Davis College,戴维斯大学,13790-2712,New York,NY,Johnson City,42.101092,-75.962421
Pratt Institute-Main,普拉特学院，主要,11205,New York,NY,Brooklyn,40.691154,-73.962149
Rabbinical Academy Mesivta Rabbi Chaim Berlin,拉比学院Mesivta拉比哈伊姆柏林,11230,New York,NY,Brooklyn,40.618467,-73.963702
Rabbinical College Bobover Yeshiva Bnei Zion,拉比学院Bobover叶史瓦Bnei锡安,11219,New York,NY,Brooklyn,40.63192,-73.98544
Rabbinical College of Ch'san Sofer New York,Ch'san Sofer纽约的拉比学院,11204,New York,NY,Brooklyn,40.626507,-73.979851
Rabbinical College Beth Shraga,拉比学院贝丝Shraga,10952,New York,NY,Monsey,41.114311,-74.072771
Rabbinical Seminary M'kor Chaim,犹太教学院M'kor哈伊姆,11219,New York,NY,Brooklyn,40.627942,-73.989649
Rabbinical College of Long Island,长岛的拉比学院,11561,New York,NY,Long Beach,40.586478,-73.670034
Rabbinical Seminary of America,美国犹太教学院,11367,New York,NY,Flushing,40.72325,-73.81769
Rensselaer Polytechnic Institute,伦斯勒理工学院,12180-3590,New York,NY,Troy,42.728983,-73.678768
Roberts Wesleyan College,罗伯茨卫斯理学院,14624,New York,NY,Rochester,43.126747,-77.798964
Rochester Institute of Technology,罗彻斯特理工学院,14623-5603,New York,NY,Rochester,43.090325,-77.67521
University of Rochester,罗切斯特大学,14627-0011,New York,NY,Rochester,43.126437,-77.631042
The Sage Colleges,圣人学院,12180,New York,NY,Troy,42.72821,-73.693711
St Bernard's School of Theology and Ministry,神学和部圣伯纳德学校,14618,New York,NY,Rochester,43.102185,-77.526326
St Bonaventure University,圣文德大学,14778,New York,NY,Saint Bonaventure,42.07863,-78.47586
St Francis College,圣弗朗西斯学院,11201-9902,New York,NY,Brooklyn Heights,40.693076,-73.991653
St Lawrence University,圣劳伦斯大学,13617,New York,NY,Canton,44.589879,-75.161343
The College of Saint Rose,圣罗斯学院,12203-1490,New York,NY,Albany,42.664664,-73.78611
St Thomas Aquinas College,阿奎那学院,10976-1050,New York,NY,Sparkill,41.041126,-73.934182
Sarah Lawrence College,莎拉·劳伦斯学院,10708,New York,NY,Bronxville,40.934147,-73.84381
Sh'or Yoshuv Rabbinical College,Sh'or Yoshuv拉比学院,11559-1714,New York,NY,Lawrence,40.605336,-73.740366
Siena College,锡耶纳学院,12211-1462,New York,NY,Loudonville,42.718586,-73.75153
Skidmore College,斯基德莫尔学院,12866,New York,NY,Saratoga Springs,43.092696,-73.785108
Saint Joseph's College-New York,圣约瑟夫学院 - 纽约,11205-3688,New York,NY,Brooklyn,40.690485,-73.968037
Saint Vladimirs Orthodox Theological Seminary,圣Vladimirs东正教神学院,10707-1699,New York,NY,Crestwood,40.971362,-73.82332
Saint John Fisher College,圣约翰费舍尔学院,14618-3597,New York,NY,Rochester,43.117064,-77.516979
St John's University-New York,圣约翰大学，纽约,11439,New York,NY,Queens,40.721979,-73.795301
SUNY College of Technology at Alfred,技术学院纽约州立大学阿尔弗雷德·,14802,New York,NY,Alfred,42.258745,-77.791057
SUNY College of Technology at Canton,技术纽约州立大学学院在广州,13617-1098,New York,NY,Canton,44.607346,-75.185005
SUNY College of Technology at Delhi,技术纽约州立大学学院在德里,13753-1100,New York,NY,Delhi,42.270129,-74.924225
SUNY College of Agriculture and Technology at Cobleskill,农业技术学院纽约州立大学Cobleskill的处,12043,New York,NY,Cobleskill,42.661622,-74.504897
Farmingdale State College,明代尔州立学院,11735-1021,New York,NY,Farmingdale,40.75408,-73.426371
Morrisville State College,莫里斯维尔州立学院,13408,New York,NY,Morrisville,42.891392,-75.604369
SUNY at Albany,纽约州立大学奥尔巴尼分校,12222,New York,NY,Albany,42.686917,-73.825014
SUNY at Binghamton,纽约州立大学宾汉姆顿分校,13850-6000,New York,NY,Vestal,42.088049,-75.971143
University at Buffalo,布法罗大学,14260-1660,New York,NY,Buffalo,43.001433,-78.790103
Stony Brook University,石溪大学,11794,New York,NY,Stony Brook,40.913138,-73.123595
SUNY College of Environmental Science and Forestry,环境科学与林业科学学院SUNY,13210,New York,NY,Syracuse,43.034355,-76.139236
SUNY Institute of Technology at Utica-Rome,技术纽约州立大学学院尤蒂卡 - 罗马,13502,New York,NY,Utica,43.13528,-75.2292
SUNY College at Brockport,纽约州立大学在布鲁克波特,14420-2919,New York,NY,Brockport,43.209862,-77.949824
Buffalo State SUNY,布法罗州立SUNY,14222,New York,NY,Buffalo,42.934199,-78.88067
SUNY College at Cortland,SUNY大学科特兰,13045-0900,New York,NY,Cortland,42.590158,-76.197909
SUNY at Fredonia,纽约州立大学弗里多尼亚,14063-1136,New York,NY,Fredonia,42.450961,-79.336109
SUNY College at Geneseo,SUNY大学杰纳苏,14454-1465,New York,NY,Geneseo,42.796864,-77.821999
State University of New York at New Paltz,纽约州立大学新帕尔茨,12561-2443,New York,NY,New Paltz,41.737205,-74.088727
SUNY Oneonta,纽约州立大学奥尼昂塔,13820-4015,New York,NY,Oneonta,42.466555,-75.064186
SUNY College at Oswego,纽约州立大学学院在奥斯威戈,13126,New York,NY,Oswego,43.453047,-76.543885
SUNY College at Potsdam,纽约州立大学波茨坦,13676-2294,New York,NY,Potsdam,44.662862,-74.976889
SUNY at Purchase College,纽约州立大学购买学院,10577-1400,New York,NY,Purchase,41.047092,-73.700127
SUNY College of Optometry,验光SUNY学院,10036-8003,New York,NY,New York,40.754465,-73.982236
SUNY College at Old Westbury,纽约州立大学在老韦斯特伯里,11568-0210,New York,NY,Old Westbury,40.789842,-73.570966
SUNY College at Plattsburgh,SUNY大学普拉茨堡,12901-2681,New York,NY,Plattsburgh,44.691103,-73.467342
SUNY Downstate Medical Center,纽约州立大学下医疗中心,11203-2098,New York,NY,Brooklyn,40.655283,-73.943827
SUNY Empire State College,纽约州立大学帝国州立学院,12866-4391,New York,NY,Saratoga Springs,43.078304,-73.779915
SUNY Maritime College,纽约州立大学海事学院,10465-4198,New York,NY,Throggs Neck,40.809048,-73.800336
Upstate Medical University,上州医科大学,13210,New York,NY,Syracuse,43.042951,-76.138976
Syracuse University,雪城大学,13244,New York,NY,Syracuse,43.040525,-76.136738
Talmudical Seminary Oholei Torah,Talmudical学院Oholei托拉,11213,New York,NY,Brooklyn,40.635963,-73.972235
Talmudical Institute of Upstate New York,纽约州北部的Talmudical研究所,14607,New York,NY,Rochester,43.147062,-77.574943
Teachers College at Columbia University,师范学院，哥伦比亚大学,10027,New York,NY,New York,40.810311,-73.960399
Torah Temimah Talmudical Seminary,托拉Temimah Talmudical学院,11218,New York,NY,Brooklyn,40.635509,-73.971973
Touro College,杜鲁学院,10010,New York,NY,New York,40.742172,-73.989932
Trocaire College,Trocaire学院,14220-2094,New York,NY,Buffalo,42.846625,-78.812637
Excelsior College,怡东学院,12203-5159,New York,NY,Albany,42.704887,-73.862204
Union College,联合学院,12308-2311,New York,NY,Schenectady,42.817578,-73.928498
Union Theological Seminary in the City of New York,协和神学院在纽约市,10027-5792,New York,NY,New York,40.811461,-73.96212
United Talmudical Seminary,美国Talmudical学院,11211,New York,NY,Brooklyn,40.7057,-73.959161
United States Merchant Marine Academy,美国商船学院,11024-1699,New York,NY,Kings Point,40.812154,-73.762534
United States Military Academy,美国军事学院,10996-1905,New York,NY,West  Point,41.390882,-73.956804
Utica College,尤蒂卡学院,13502-4892,New York,NY,Utica,43.095183,-75.272407
Vassar College,瓦瑟学院,12604,New York,NY,Poughkeepsie,41.685105,-73.894345
Villa Maria College,别墅玛丽亚学院,14225-3999,New York,NY,Buffalo,42.913045,-78.795666
Wagner College,瓦格纳学院,10301-4495,New York,NY,Staten Island,40.615003,-74.09573
Webb Institute,韦伯研究所,11542-1398,New York,NY,Glen Cove,40.884352,-73.644838
Wells College,威尔斯学院,13026-0500,New York,NY,Aurora,42.744314,-76.696512
Yeshiva Karlin Stolin,叶史瓦卡林斯托林,11204-1545,New York,NY,Brooklyn,40.624918,-73.983373
Yeshivat Mikdash Melech,Yeshivat Mikdash米勒,11230-9963,New York,NY,Brooklyn,40.616427,-73.969614
Yeshiva Derech Chaim,叶史瓦Derech哈伊姆,11218-4413,New York,NY,Brooklyn,40.636889,-73.979757
Yeshiva of Nitra Rabbinical College,尼特拉犹太教学院的叶史瓦,10549,New York,NY,Mount Kisco,41.22085,-73.728423
Yeshiva Shaar Hatorah,叶史瓦Shaar Hatorah,11418,New York,NY,Kew Gardens,40.703857,-73.8343
Yeshiva University,叶史瓦大学,10033-3299,New York,NY,New York,40.8508,-73.928541
Yeshivath Viznitz,Yeshivath Viznitz,10952,New York,NY,Monsey,41.118499,-74.066431
Yeshivath Zichron Moshe,Yeshivath Zichron卡察夫,12779,New York,NY,South Fallsburgh,41.730939,-74.621118
Appalachian State University,阿巴拉契亚州立大学,28608,North Carolina,NC,Boone,36.214844,-81.680234
Barton College,巴顿学院,27893-7000,North Carolina,NC,Wilson,35.735463,-77.913805
Belmont Abbey College,贝尔蒙特修道院学院,28012-1802,North Carolina,NC,Belmont,35.261276,-81.041847
Bennett College,贝内特学院,27401-3239,North Carolina,NC,Greensboro,36.067531,-79.77998
Brevard College,布里瓦德学院,28712,North Carolina,NC,Brevard,35.237657,-82.729763
Cabarrus College of Health Sciences,健康科学学院卡巴吕,28025-3959,North Carolina,NC,Concord,35.438139,-80.60119
Campbell University,坎贝尔大学,27506,North Carolina,NC,Buies Creek,35.409333,-78.739508
Catawba College,卡托巴学院,28144,North Carolina,NC,Salisbury,35.692445,-80.486575
Chowan University,Chowan大学,27855,North Carolina,NC,Murfreesboro,36.436258,-77.099141
Davidson College,戴维森学院,28035,North Carolina,NC,Davidson,35.500006,-80.845236
Duke University,杜克大学,27708,North Carolina,NC,Durham,36.00159,-78.94226
East Carolina University,东卡罗莱纳大学,27858-4353,North Carolina,NC,Greenville,35.606347,-77.366199
Elizabeth City State University,伊丽莎白城州立大学,27909,North Carolina,NC,Elizabeth City,36.273539,-76.210063
Elon University,伊隆大学,27244-2010,North Carolina,NC,Elon,36.104149,-79.505632
Fayetteville State University,费耶特维尔州立大学,28301-4298,North Carolina,NC,Fayetteville,35.072485,-78.894709
Gardner-Webb University,加德纳 - 韦伯大学,28017-0997,North Carolina,NC,Boiling Springs,35.24732,-81.668141
Greensboro College,格林斯博罗学院,27401-1875,North Carolina,NC,Greensboro,36.071082,-79.800232
Guilford College,吉尔福德学院,27410-4108,North Carolina,NC,Greensboro,36.092563,-79.888848
Heritage Bible College,遗产圣经学院,28334,North Carolina,NC,Dunn,35.268445,-78.613355
High Point University,高点大学,27262-3598,North Carolina,NC,High Point,35.972674,-79.994545
Laurel University,劳雷尔大学,27265-3115,North Carolina,NC,High Point,35.994241,-79.997012
Johnson C Smith University,约翰逊Ç史密斯大学,28216-5398,North Carolina,NC,Charlotte,35.243384,-80.854842
Lees-McRae College,酒糟 - 麦克雷学院,28604,North Carolina,NC,Banner Elk,36.16362,-81.870998
Lenoir-Rhyne University,勒努瓦 - 赖恩大学,28601,North Carolina,NC,Hickory,35.73904,-81.326161
Livingstone College,利文斯通学院,28144,North Carolina,NC,Salisbury,35.670743,-80.484459
Mars Hill University,火星山大学,28754,North Carolina,NC,Mars Hill,35.825858,-82.550859
Meredith College,梅勒迪斯学院,27607-5298,North Carolina,NC,Raleigh,35.797197,-78.689175
Methodist University,卫理公会大学,28311-1420,North Carolina,NC,Fayetteville,35.137854,-78.875024
Montreat College,蒙特里特学院,28757-1267,North Carolina,NC,Montreat,35.645844,-82.297522
Mount Olive College,橄榄山学院,28365-0919,North Carolina,NC,Mount Olive,35.206314,-78.071265
North Carolina A & T State University,北卡罗莱纳州A＆T州立大学,27411,North Carolina,NC,Greensboro,36.076737,-79.770152
University of North Carolina at Asheville,北卡罗来纳大学阿什维尔分校,28804-8510,North Carolina,NC,Asheville,35.616618,-82.565259
University of North Carolina at Chapel Hill,北卡罗来纳大学教堂山分校,27599,North Carolina,NC,Chapel Hill,35.912165,-79.050969
University of North Carolina at Charlotte,北卡罗来纳大学夏洛特,28223-0001,North Carolina,NC,Charlotte,35.306834,-80.73579
University of North Carolina at Greensboro,北卡罗来纳大学格林斯伯勒分校,27402-6170,North Carolina,NC,Greensboro,36.067503,-79.809844
North Carolina Central University,北卡罗来纳中央大学,27707,North Carolina,NC,Durham,35.974237,-78.898602
University of North Carolina School of the Arts,艺术的北卡罗来纳大学法学院,27117-2189,North Carolina,NC,Winston-Salem,36.07482,-80.236625
North Carolina State University at Raleigh,北卡罗来纳州立大学罗利,27695-7001,North Carolina,NC,Raleigh,35.785111,-78.674517
North Carolina Wesleyan College,北卡罗莱纳州卫斯理学院,27804,North Carolina,NC,Rocky Mount,36.017443,-77.774231
University of North Carolina Wilmington,北卡罗莱纳州威尔明顿大学,28403-5963,North Carolina,NC,Wilmington,34.225223,-77.875527
William Peace University,威廉和平大学,27604-1194,North Carolina,NC,Raleigh,35.789105,-78.636793
University of North Carolina at Pembroke,北卡罗来纳大学彭布罗克,28372-1510,North Carolina,NC,Pembroke,34.687231,-79.201895
Pfeiffer University,费佛尔大学,28109,North Carolina,NC,Misenheimer,35.484696,-80.283168
Piedmont International University,皮埃蒙特国际大学,27101,North Carolina,NC,Winston Salem,36.088839,-80.249121
Queens University of Charlotte,夏洛特皇后大学,28274-0001,North Carolina,NC,Charlotte,35.188929,-80.832227
Mid-Atlantic Christian University,大西洋中部基督教大学,27909-4054,North Carolina,NC,Elizabeth City,36.303765,-76.217496
Saint Augustine's University,圣奥古斯丁大学,27610-2298,North Carolina,NC,Raleigh,35.785032,-78.621806
Salem College,萨利姆学院,27101,North Carolina,NC,Winston Salem,36.087531,-80.241357
Shaw University,肖大学,27601,North Carolina,NC,Raleigh,35.771181,-78.637693
St Andrews University,圣安德鲁斯大学,28352,North Carolina,NC,Laurinburg,34.746283,-79.478385
Southeastern Baptist Theological Seminary,东南浸信会神学院,27587-1889,North Carolina,NC,Wake Forest,35.981009,-78.51389
Wake Forest University,维克森林大学,27106,North Carolina,NC,Winston Salem,36.135301,-80.279004
Warren Wilson College,沃伦威尔逊学院,28778-2099,North Carolina,NC,Swannanoa,35.611762,-82.441097
Wingate University,温盖特大学,28174-0159,North Carolina,NC,Wingate,34.979384,-80.444465
Carolina Christian College,卡罗莱纳州基督教学院,27105,North Carolina,NC,Winston Salem,36.148443,-80.192792
Winston-Salem State University,温斯顿 - 塞勒姆州立大学,27110-0001,North Carolina,NC,Winston-Salem,36.089197,-80.224905
Western Carolina University,西卡罗莱纳大学,28723-9646,North Carolina,NC,Cullowhee,35.28149,-83.125447
Bismarck State College,俾斯麦州立学院,58506-5587,North Dakota,ND,Bismarck,46.820657,-100.818485
Dickinson State University,狄克森州立大学,58601-4896,North Dakota,ND,Dickinson,46.882677,-102.800511
Fort Berthold Community College,贝特霍尔德堡社区学院,58763,North Dakota,ND,New Town,47.983311,-102.472814
University of Jamestown,詹姆斯敦大学,58405,North Dakota,ND,Jamestown,46.915402,-98.697209
University of Mary,玛丽大学,58504,North Dakota,ND,Bismarck,46.724893,-100.752386
Mayville State University,梅维尔州立大学,58257-1299,North Dakota,ND,Mayville,47.504671,-97.322545
Sanford College of Nursing,护理学院桑福德,58501-4425,North Dakota,ND,Bismarck,46.80991,-100.781875
Minot State University,迈诺特州立大学,58707,North Dakota,ND,Minot,48.246877,-101.300624
University of North Dakota,北达科他大学,58202-8193,North Dakota,ND,Grand Forks,47.921881,-97.070823
North Dakota State University-Main Campus,北达科他州立大学主校区,58108-6050,North Dakota,ND,Fargo,46.894523,-96.805689
Sitting Bull College,坐牛学院,58538-9721,North Dakota,ND,Fort Yates,46.033384,-100.744844
Trinity Bible College,三一神学院,58436-7105,North Dakota,ND,Ellendale,46.001037,-98.517906
Turtle Mountain Community College,龟山社区学院,58316,North Dakota,ND,Belcourt,48.883758,-99.750836
United Tribes Technical College,联合部落技术学院,58504,North Dakota,ND,Bismarck,46.768773,-100.760705
Valley City State University,谷市州立大学,58072,North Dakota,ND,Valley City,46.919144,-98.001762
University of Akron Main Campus,阿克伦主校区的大学,44325-4702,Ohio,OH,Akron,41.077768,-81.510328
Allegheny Wesleyan College,阿勒格尼卫斯理学院,44460-9598,Ohio,OH,Salem,40.867236,-80.860091
Art Academy of Cincinnati,辛辛那提艺术学院,45202-1706,Ohio,OH,Cincinnati,39.108382,-84.497573
Ashland University,阿什兰大学,44805,Ohio,OH,Ashland,40.860987,-82.320621
Aultman College of Nursing and Health Sciences,护理与健康科学学院Aultman,44710-1797,Ohio,OH,Canton,40.796865,-81.404182
Baldwin Wallace University,鲍德温·华莱士大学,44017-2088,Ohio,OH,Berea,41.373938,-81.849112
Bluffton University,布拉夫顿大学,45817-2104,Ohio,OH,Bluffton,40.896998,-83.897678
Bowling Green State University-Main Campus,州立鲍灵格林大学，主校区,43403,Ohio,OH,Bowling Green,41.377036,-83.637531
Capital University,首都医科大学,43209-2394,Ohio,OH,Columbus,39.954875,-82.937867
Case Western Reserve University,凯斯西储大学,44106,Ohio,OH,Cleveland,41.500812,-81.605769
Cedarville University,锡达维尔大学,45314-0601,Ohio,OH,Cedarville,39.750338,-83.812098
Central State University,中央州立大学,45384-1004,Ohio,OH,Wilberforce,39.716465,-83.876795
The Christ College of Nursing and Health Sciences,护理与健康科学的基督学院,45219-2989,Ohio,OH,Cincinnati,39.12072,-84.509237
Cincinnati Christian University,辛辛那提基督教大学,45204-3200,Ohio,OH,Cincinnati,39.112396,-84.554752
Cincinnati College of Mortuary Science,太平间科学学院辛辛那提,45224-1462,Ohio,OH,Cincinnati,39.207578,-84.505896
University of Cincinnati-Main Campus,辛辛那提的主校区大学,45221-0063,Ohio,OH,Cincinnati,39.131159,-84.51428
University of Cincinnati-Clermont College,辛辛那提大学克莱蒙大学,45103,Ohio,OH,Batavia,39.080645,-84.19437
University of Cincinnati-Blue Ash College,辛辛那提蓝灰学院大学,45236-1096,Ohio,OH,Blue Ash,39.232995,-84.400438
Ohio Christian University,俄亥俄州基督教大学,43113-9487,Ohio,OH,Circleville,39.610895,-82.905986
Cleveland Institute of Art,克利夫兰艺术学院,44106-1710,Ohio,OH,Cleveland,41.509241,-81.609482
Cleveland Institute of Music,克利夫兰音乐学院,44106-1776,Ohio,OH,Cleveland,41.512444,-81.608878
Cleveland State University,克利夫兰州立大学,44115-2214,Ohio,OH,Cleveland,41.502918,-81.673052
Columbus College of Art and Design,艺术与设计学院哥伦布,43215,Ohio,OH,Columbus,39.965767,-82.988548
University of Dayton,戴顿大学,45469,Ohio,OH,Dayton,39.73686,-84.173662
Defiance College,迪法恩斯学院,43512,Ohio,OH,Defiance,41.300336,-84.356596
Denison University,丹尼森大学,43023-0713,Ohio,OH,Granville,40.072582,-82.520625
The University of Findlay,芬德雷大学,45840-3653,Ohio,OH,Findlay,41.05441,-83.652067
Franklin University,富兰克林大学,43215-5399,Ohio,OH,Columbus,39.958402,-82.991825
Gods Bible School and College,神圣经学校和学院,45202-6838,Ohio,OH,Cincinnati,39.115484,-84.506036
Good Samaritan College of Nursing and Health Science,护理好撒玛利亚人学院和健康科学,45220-2489,Ohio,OH,Cincinnati,39.140162,-84.523399
Hebrew Union College-Jewish Institute of Religion,希伯来协和学院,10012-1186,New York,NY,New York,40.728938,-73.994499
Heidelberg University,海德堡大学,44883-2462,Ohio,OH,Tiffin,41.114337,-83.166581
Hiram College,海勒姆学院,44234-0067,Ohio,OH,Hiram,41.310998,-81.141552
John Carroll University,约翰·卡罗尔大学,44118-4581,Ohio,OH,University Heights,41.488978,-81.533103
Kent State University at Ashtabula,肯特州立大学阿什塔比拉处,44004,Ohio,OH,Ashtabula,41.888855,-80.8309
Kent State University at East Liverpool,肯特州立大学东利物浦,43920,Ohio,OH,East Liverpool,40.617264,-80.576918
Kent State University at Stark,肯特州立大学在斯塔克,44720-7599,Ohio,OH,Canton,40.868568,-81.43731
Kent State University at Trumbull,肯特州立大学在特朗布尔,44483,Ohio,OH,Warren,41.279153,-80.837363
Kent State University at Tuscarawas,肯特州立大学在Tuscarawas,44663-9403,Ohio,OH,New Philadelphia,40.467736,-81.407707
Kent State University at Salem,肯特州立大学在塞勒姆,44460,Ohio,OH,Salem,40.86408,-80.835458
Kent State University at Kent,肯特州立大学肯特,44242-0001,Ohio,OH,Kent,41.146856,-81.342253
Kent State University at Geauga,肯特州立大学在Geauga,44021,Ohio,OH,Burton,41.483727,-81.143085
Kenyon College,凯尼恩学院,43022,Ohio,OH,Gambier,40.374408,-82.397977
Kettering College,凯特林大学,45429-1299,Ohio,OH,Kettering,39.694072,-84.191583
Lake Erie College,伊利湖学院,44077-3389,Ohio,OH,Painesville,41.717841,-81.251817
Lourdes University,卢德大学,43560-2898,Ohio,OH,Sylvania,41.708694,-83.706649
Malone University,马龙学院,44709-3897,Ohio,OH,Canton,40.826516,-81.383525
Marietta College,玛丽埃塔学院,45750,Ohio,OH,Marietta,39.417638,-81.450038
Mercy College of Ohio,俄亥俄州的慈悲学院,43604-1132,Ohio,OH,Toledo,41.657936,-83.5526
Methodist Theological School in Ohio,卫理神学院在俄亥俄州,43015-3211,Ohio,OH,Delaware,40.253643,-83.060146
Miami University-Hamilton,迈阿密大学 - 汉密尔顿,45011,Ohio,OH,Hamilton,39.377448,-84.563221
Miami University-Middletown,迈阿密大学，米德尔敦,45042,Ohio,OH,Middletown,39.523776,-84.35724
Miami University-Oxford,迈阿密大学牛津分校,45056,Ohio,OH,Oxford,39.509642,-84.731821
Mount Carmel College of Nursing,护理的卡梅尔山学院,43222-1504,Ohio,OH,Columbus,39.957008,-83.021152
University of Mount Union,芒联盟大学,44601-3993,Ohio,OH,Alliance,40.905093,-81.108624
Mount Vernon Nazarene University,芒特弗农拿撒勒大学,43050-9500,Ohio,OH,Mount Vernon,40.373859,-82.474667
College of Mount St Joseph,山圣约瑟夫学院,45233-1670,Ohio,OH,Cincinnati,39.094519,-84.640143
Muskingum University,马斯京根大学,43762,Ohio,OH,New Concord,39.996635,-81.737192
Notre Dame College,圣母学院,44121-4293,Ohio,OH,Cleveland,41.506938,-81.516212
Northeast Ohio Medical University,东北俄亥俄医科大学,44272-0095,Ohio,OH,Rootstown,41.102919,-81.245302
University of Northwestern Ohio,西北俄亥俄大学,45805,Ohio,OH,Lima,40.76005,-84.150423
Oberlin College,奥伯林学院,44074,Ohio,OH,Oberlin,41.29474,-82.221786
Ohio Dominican University,俄亥俄州多明尼克大学,43219,Ohio,OH,Columbus,39.99265,-82.940499
Ohio Northern University,北俄亥俄大学,45810-1599,Ohio,OH,Ada,40.766144,-83.830729
Ohio State University-Lima Campus,俄亥俄州立大学，利马校园,45804,Ohio,OH,Lima,40.737828,-84.026195
Ohio State University-Mansfield Campus,俄亥俄州立大学曼斯菲尔德分校,44906,Ohio,OH,Mansfield,40.797259,-82.578673
Ohio State University-Marion Campus,俄亥俄州立大学 - 马里昂校园,43302-5695,Ohio,OH,Marion,40.579444,-83.085889
Ohio State University-Newark Campus,俄亥俄州立大学，纽瓦克校区,43055,Ohio,OH,Newark,40.068353,-82.447992
Ohio State University-Main Campus,俄亥俄州立大学，主校区,43210,Ohio,OH,Columbus,39.998389,-83.009001
Ohio University-Eastern Campus,俄亥俄大学校园东部,43950,Ohio,OH,Saint Clairsville,40.080475,-80.962601
Ohio University-Chillicothe Campus,俄亥俄大学校园奇利科西,45601-0629,Ohio,OH,Chillicothe,39.328076,-83.00499
Ohio University-Southern Campus,俄亥俄大学南校区,45638,Ohio,OH,Ironton,38.525115,-82.666894
Ohio University-Lancaster Campus,俄亥俄大学 - 兰卡斯特校园,43130-1037,Ohio,OH,Lancaster,39.738752,-82.586069
Ohio University-Main Campus,俄亥俄大学主校区,45701-2979,Ohio,OH,Athens,39.326799,-82.101064
Ohio University-Zanesville Campus,俄亥俄大学校园曾斯维尔,43701,Ohio,OH,Zanesville,39.96098,-82.031063
Ohio Wesleyan University,俄亥俄卫斯理大学,43015-2370,Ohio,OH,Delaware,40.296912,-83.067912
Otterbein University,奥特伯恩大学,43081,Ohio,OH,Westerville,40.12534,-82.936231
Payne Theological Seminary,佩恩神学院,45384,Ohio,OH,Wilberforce,39.715286,-83.884871
Pontifical College Josephinum,宗座大学Josephinum,43235-1499,Ohio,OH,Columbus,40.119967,-83.01899
Rabbinical College Telshe,拉比学院Telshe,44092,Ohio,OH,Wickliffe,41.593433,-81.48439
University of Rio Grande,格兰德河大学,45674,Ohio,OH,Rio Grande,38.88058,-82.377359
Shawnee State University,肖尼州立大学,45662,Ohio,OH,Portsmouth,38.730909,-82.995357
Franciscan University of Steubenville,斯托本维尔的方济各大学,43952-1763,Ohio,OH,Steubenville,40.376086,-80.623094
Ohio Mid-Western College,俄亥俄州中西部学院,45246,Ohio,OH,Cincinnati,39.288512,-84.447226
